/dic,,,,,
/@from,/@to,/l/#id,/l/w/c,/l/w/d,/l/w/t
es,en,12,leonés,Leonese language,{prop}
es,en,12,leopardo,leopard,{m}
es,en,12,leñoso,woodlike,{adj}
es,en,12,leporino,cleft- or hare-,{adj} [upper lips]
es,en,12,lepra,leprosy,{f}
es,en,12,leproso,leprous,{adj}
es,en,12,leptina,leptin,{f} [hormone]
es,en,12,leptón,lepton,{m}
es,en,12,leptónico,leptonic,{adj}
es,en,12,lero,Used to indicate a long and dull conversation,"{interj} [El Salvador, Often used repeatedly]"
es,en,12,lero,Used to indicate mockery,"{interj} [Guatemala, Often used repeatedly]"
es,en,12,lesbiana,lesbian,{f}
es,en,12,lesbianismo,lesbianism,{m}
es,en,12,lesbiano,Lesbian (of or from Lesbos),{adj}
es,en,12,lesbiano,Lesbian (native of Lesbos),{m}
es,en,12,lesbio,Lesbian (of or from Lesbos),{adj}
es,en,12,lesbio,lesbian (of or pertaining to lesbians and lesbianism),{adj}
es,en,12,lesbio,Lesbian (native of Lesbos),{m}
es,en,12,lesión,lesion; injury,{f}
es,en,12,lesionar,to wound,{v}
es,en,12,lesna,awl,{f}
es,en,12,lesotense,relating to Lesotho,{adj}
es,en,12,lesotense,Mosotho,{mf}
es,en,12,Lesoto,Lesotho,{prop}
es,en,12,letal,lethal,{adj}
es,en,12,letanía,litany,{f}
es,en,12,Leticia,female given name,{prop}
es,en,12,letón,Latvian (from or native to Latvia),{adj}
es,en,12,letón,Latvian (pertaining to Latvia),{adj}
es,en,12,letón,a Latvian,{m}
es,en,12,letón,the Latvian language,{prop}
es,en,12,letona,feminine form of letón,{f}
es,en,12,Letonia,Latvia,{prop}
es,en,12,letra,A letter (symbol),{f}
es,en,12,letra,handwriting,{f}
es,en,12,letra,lyrics,{f}
es,en,12,letrado,educated; erudite,{adj}
es,en,12,letra mayúscula,capital letter,{f}
es,en,12,letra minúscula,lower-case letter,{f}
es,en,12,letra pequeña,"fine print, small print",{f}
es,en,12,letrero,"sign, signboard, signpost",{m}
es,en,12,letrina,latrine,{f}
es,en,12,leucemia,leukemia,{f} [pathology]
es,en,12,leucina,leucine,{f} [amino acid]
es,en,12,leucisco,roach (fish),{m}
es,en,12,leucémico,leukemic,{adj}
es,en,12,leucémico,A person who has leukemia,{m}
es,en,12,leucocito,leukocyte,{m}
es,en,12,leucoplasto,leucoplast,{m} [cytology]
es,en,12,leucotomía,leukotomy,{f} [surgery]
es,en,12,Leví,Levi (Biblical character and tribe),{prop}
es,en,12,leva,draft (of troops),{f}
es,en,12,levadura,yeast,{f}
es,en,12,levantamiento,"lifting, raising",{m}
es,en,12,levantamiento,uprising,{m}
es,en,12,levantar,to wake up,{vr}
es,en,12,levantar,to lift,{v}
es,en,12,levantarse,"to get up, to get out of bed",{v}
es,en,12,levantarse con el pie izquierdo,to get out of bed on the wrong side,{v} [idiomatic]
es,en,12,levante,east,{m}
es,en,12,levante,"East (wind), levanter",{m}
es,en,12,levantista,"A person connecting with Levante UD, as a fan, player, coach etc.",{mf} [soccer]
es,en,12,leve,minor; trivial,{adj}
es,en,12,leve,slight; light,{adj}
es,en,12,levedad,lightness; levity,{f}
es,en,12,levemente,lightly,{adv}
es,en,12,levemente,softly,{adv}
es,en,12,levógiro,"counterclockwise, anticlockwise, widdershins",{adj}
es,en,12,leviatán,leviathan (all senses),{m}
es,en,12,levigar,"to levigate, to make smooth",{v}
es,en,12,levitación,levitation,{f}
es,en,12,levitar,to levitate,{v}
es,en,12,levístico,lovage,{m}
es,en,12,lexema,lexeme,{m}
es,en,12,lexicógrafo,lexicographer,{m}
es,en,12,lexicografía,lexicography (art or craft of writing dictionaries),{f}
es,en,12,ley,law,{f}
es,en,12,ley,"religion, credence, worship of a god",{f}
es,en,12,leyenda,"caption, footer (on a photo or illustration)",{f}
es,en,12,leyenda,"legend, idol (famous and admired person)",{f}
es,en,12,leyenda,"legend, inscription (on a coin or medal)",{f}
es,en,12,leyenda,"legend, saga, traditional story",{f}
es,en,12,leyenda,life of a saint,{f}
es,en,12,leyenda,the act of reading,{f}
es,en,12,Leyenda Negra,Black Legend,{prop}
es,en,12,Leyenda Rosa,White Legend,{prop}
es,en,12,ley orgánica,organic law,{f}
es,en,12,lezna,awl,{f}
es,en,12,légamo,slime,{m}
es,en,12,lógica,female logician,{f}
es,en,12,lógica,logic,{f}
es,en,12,lógicamente,logically,{adv}
es,en,12,lógico,logical,{adj}
es,en,12,lógico,logician,{m}
es,en,12,lágrima,"tear, teardrop",{f}
es,en,12,lúgubre,"lugubrious, mournful, gloomy",{adj}
es,en,12,liña,line,{f} [archaic]
es,en,12,liana,liana,{f}
es,en,12,liar,to deceive,{v} [colloquial]
es,en,12,liar,"to bind, to tie",{v}
es,en,12,liar,"to wrap, to wrap up",{v}
es,en,12,liasa,lyase,{f} [enzyme]
es,en,12,libanés,Lebanese (A person from Lebanon),{adj}
es,en,12,libanés,Lebanese (A person from Lebanon),{mf}
es,en,12,libar,To swig or sip a beverage (usually implies an alcoholic beverage),{v}
es,en,12,libídine,lust,{f}
es,en,12,liberación,liberation,{f}
es,en,12,liberado,liberated,{adj}
es,en,12,liberador,liberator,{m}
es,en,12,liberal,liberal,{adj}
es,en,12,liberalización,liberalization,{f}
es,en,12,liberar,to liberate or to release or make it free,{v}
es,en,12,Liberia,Liberia,{prop}
es,en,12,liberiano,Liberian,{adj}
es,en,12,liberiano,Liberian,{m}
es,en,12,libertad,freedom,{f}
es,en,12,libertador,liberating; that which liberates or frees,{adj}
es,en,12,libertador,liberator,{m}
es,en,12,libertar,to liberate or set free,{v}
es,en,12,libertario,libertarian,{adj}
es,en,12,libertario,libertarian,{m}
es,en,12,libertarismo,libertarianism,{m} [politics]
es,en,12,libertinaje,debauchery,{m}
es,en,12,libertinaje,libertinage,{m}
es,en,12,Libia,Libya (country in Northern Africa),{prop}
es,en,12,libidinoso,"libidinous, lustful",{adj}
es,en,12,libido,"libido, sex drive",{m}
es,en,12,libio,Libyan,{adj}
es,en,12,libio,Libyan,{m}
es,en,12,libélula,dragonfly,{f}
es,en,12,libra,pound (unit of currency of the United Kingdom and its dependencies),{f}
es,en,12,libra,pound (unit of mass or force/weight),{f}
es,en,12,Libra,Libra (astrological sign),{prop}
es,en,12,Libra,Libra (constellation),{prop}
es,en,12,libra esterlina,pound sterling,{f}
es,en,12,librar,to expel the placenta,{v}
es,en,12,librar,"to free, to exempt",{v}
es,en,12,librar,to give birth,{v}
es,en,12,librar,"to issue (a check, a decree)",{v}
es,en,12,librar,to make (an appointment),{v}
es,en,12,librar,"to place, to put (hope, trust)",{v}
es,en,12,librar,"to save, to rescue, to deliver, to preserve",{v}
es,en,12,librar,"to wage, to engage (battle, war)",{v}
es,en,12,libre,"free, clear, at liberty",{adj}
es,en,12,LIBRE,Liberalismo Renovador,{acronym}
es,en,12,libremente,freely,{adv}
es,en,12,librepensador,freethinker,{m}
es,en,12,librería,"bookshop, bookstore",{f}
es,en,12,libreta,notebook,{f}
es,en,12,libro,book,{m}
es,en,12,libro de bolsillo,paperback,{n}
es,en,12,libro de texto,textbook,{m}
es,en,12,libérrimo,absolute superlative of libre,{adj}
es,en,12,licenciado,licensed,{adj}
es,en,12,licenciado,bachelor (person having the first university degree),{m}
es,en,12,licenciar,to license,{v}
es,en,12,licenciatura,"degree, bachelor, Bachelor's degree (first academic degree)",{f}
es,en,12,liceo,"secondary school, high school (in some countries)",{m} [Latin American Spanish]
es,en,12,lichi,alternative form of lychee,{m}
es,en,12,licitación,bid,{f}
es,en,12,licitar,to bid,{v}
es,en,12,licántropo,"werewolf, lycanthrope",{m}
es,en,12,licor,liqueur,{m}
es,en,12,licorería,liquor store,{f}
es,en,12,licuadora,blender,{f}
es,en,12,licuar,To puree; to blend; to liquify using a blender,{v}
es,en,12,licuefacción,liquefaction,{f}
es,en,12,lid,fight,{f}
es,en,12,lid,lawsuit,{f}
es,en,12,liderar,to lead,{v}
es,en,12,liderato,leadership (state or position of being a leader),{m}
es,en,12,liderazgo,leadership,{m}
es,en,12,Lidia,Lydia.,{prop} [biblical character]
es,en,12,Lidia,female given name,{prop}
es,en,12,lidiar,to fight,{v}
es,en,12,liebre,hare,{f}
es,en,12,Liechtenstein,Liechtenstein,{prop}
es,en,12,liechtensteiniano,"Of, from, or relating to, Liechtenstein",{adj}
es,en,12,liechtensteiniano,Liechtensteiner,{m}
es,en,12,liendre,nit (egg of a louse),{f}
es,en,12,lienzo,canvas,{m}
es,en,12,liga,"band; suspender (UK), garter (US)",{f}
es,en,12,liga,mistletoe,{f} [botany]
es,en,12,liga,elastic band,{f}
es,en,12,liga,"alloy, mixture",{f} [metallurgy]
es,en,12,liga,league,"{f} [politics, general]"
es,en,12,ligación,"binding, joining, union",{f}
es,en,12,ligado,ligature,{m}
es,en,12,ligadura,knot,{f}
es,en,12,ligadura,ligature,{f}
es,en,12,ligamento,ligament,{m}
es,en,12,ligar,To flirt,{v}
es,en,12,ligar,"To link, to join",{v}
es,en,12,ligar,To tie,{v}
es,en,12,ligasa,ligase,{f} [enzyme]
es,en,12,ligeramente,lightly,{adv}
es,en,12,ligeramente,slightly,{adv}
es,en,12,ligereza,agility,{f}
es,en,12,ligereza,"inconstancy, instability",{f}
es,en,12,ligereza,"lightness, levity",{f}
es,en,12,ligero,"light, not heavy",{adj}
es,en,12,light,[by extension] Lacking substance or seriousness; lite,{adj}
es,en,12,light,"light (low in fat, calories, salt, alcohol, etc.)",{adj}
es,en,12,light,"[of cigarettes] light (low in tar, nicotine and other noxious chemicals)",{adj}
es,en,12,lignificación,lignification,{f}
es,en,12,lignina,lignin,{f} [biochemistry]
es,en,12,ligre,liger; a species crossbred between a male lion and a female tiger,{m}
es,en,12,ligue,cruising (a concerted effort to find sex) or gay sex,{m}
es,en,12,lija,sandpaper,{f}
es,en,12,lijar,to sand,{v}
es,en,12,lila,"colored lilac, purple, violet",{adj}
es,en,12,lila,a lilac's flower,{f}
es,en,12,lila,a lilac shrub,{f} [plants]
es,en,12,Lilia,"female given name, equivalent to the English Lilia",{prop}
es,en,12,Liliana,"female given name, cognate to English Lilian",{prop}
es,en,12,lima,file (tool to smoothen a surface),{f}
es,en,12,lima,lime (fruit),{f}
es,en,12,Lima,Lima (capital of Peru),{prop}
es,en,12,limaco,slug (animal),{m}
es,en,12,limar,to file (with a file or rasp),{v}
es,en,12,limbo,limb,{m} [astronomy]
es,en,12,limbo,"blade, edge",{m} [botany]
es,en,12,limbo,limbo,{m} [Roman Catholic theology]
es,en,12,limen,"threshold, doorstep",{m} [poetic]
es,en,12,limitación,limitation,{f}
es,en,12,limitar,to border,{vi}
es,en,12,limitar,to limit,{vt}
es,en,12,limón,lemon,{m}
es,en,12,limo,"mud, slime, silt",{m}
es,en,12,limonada,lemonade,{f}
es,en,12,limonado,lemon colored or flavored,{adj}
es,en,12,limoncillo,mamoncillo,{m}
es,en,12,limonera,lemon seller,{f}
es,en,12,limonero,lime tree [citrus],"{m} [botany, Latin America]"
es,en,12,limonero,"lemon, lemon tree",{m} [botany]
es,en,12,limonero,lemon seller,{m}
es,en,12,limonero,wagon shaft,{m}
es,en,12,limosina,limousine,{f}
es,en,12,limosna,alms,{f}
es,en,12,limosna,charity; charitable donation,{f}
es,en,12,limosnear,to beg for alms,{v}
es,en,12,limpia,"a cleansing, a cleaning",{n}
es,en,12,limpiabotas,Work that consists in washing shoes and boots,{m}
es,en,12,limpiachimeneas,chimney sweep,{mf}
es,en,12,limpiacristales,window cleaner (person),{m}
es,en,12,limpiacristales,window cleaner (product),{m}
es,en,12,limpiador,cleaning,{adj}
es,en,12,limpiador,cleaner (cleansing product),{m}
es,en,12,limpiador,windscreen wiper (see limpiaparabrisas),{m}
es,en,12,limpiaparabrisas,windshield wiper; windscreen wiper,{m}
es,en,12,limpiar,to clean,{v}
es,en,12,limpiar,to wash,{v}
es,en,12,limpiarse,(reflexive form of limpiar) to clean oneself,{vr}
es,en,12,limpieza,cleaning,{f}
es,en,12,limpieza,cleanliness,{f}
es,en,12,limpieza de sangre,"Pure (usually Iberian) Christian ancestry, absent Muslim or Jewish blood",{f}
es,en,12,limpio,clean,{adj}
es,en,12,limpio,"broke, out of pocket",{adj} [colloquial]
es,en,12,limítrofe,"neighboring, bordering",{adj}
es,en,12,limusina,"limousine, limo",{f}
es,en,12,lina,"flaxseed, linseed",{f}
es,en,12,linaje,"ancestry, lineage",{m}
es,en,12,linalol,linalool,{m} [chemistry]
es,en,12,linar,flax field,{m}
es,en,12,Linares,Spanish surname,{prop}
es,en,12,lince,lynx,{m}
es,en,12,linchar,to lynch,{v}
es,en,12,lindano,lindane,{m} [organic compound]
es,en,12,lindante,bordering,{adj}
es,en,12,lindar,to border,{v}
es,en,12,lindo,pretty,{adj}
es,en,12,lineal,linear,{adj}
es,en,12,linealmente,linearly,{adv}
es,en,12,linealmente independiente,linearly independent,{adj} [linear algebra]
es,en,12,linear,linear,{adj} [botany]
es,en,12,linear,to line,{v}
es,en,12,linear,"to outline, to mark out",{v}
es,en,12,linfa,lymph,{f}
es,en,12,linfa,water,{f} [poetical]
es,en,12,linfocito,lymphocyte,"{m} [cytology, immunology]"
es,en,12,linfoma,lymphoma,{m}
es,en,12,linfático,lymphatic,{adj}
es,en,12,lingüiça,linguica,{f}
es,en,12,lingüicidio,linguicide,{mf}
es,en,12,lingüista,linguist,{mf}
es,en,12,lingonberi,lingonberry,{m}
es,en,12,lingote,ingot,{m}
es,en,12,lingüística,linguistics,{f}
es,en,12,lingüístico,linguistic,{adj}
es,en,12,linóleo,linoleum,{m}
es,en,12,lino,flax,{m}
es,en,12,lino,linen,{m}
es,en,12,linoleato,linoleate,{m}
es,en,12,linoleico,linoleic,{adj}
es,en,12,linterna,"flashlight, torch",{f}
es,en,12,linterna,lantern,{f}
es,en,12,linterna eléctrica,flashlight,{f}
es,en,12,Liorna,Livorno (town),{prop}
es,en,12,lipasa,lipase,{f} [enzyme]
es,en,12,lipídico,lipidic; of or pertaining to lipids,{adj}
es,en,12,lipoma,lipoma,{m} [oncology]
es,en,12,lipooxigenasa,lipooxygenase,{f} [enzyme]
es,en,12,lipopolisacárido,lipopolysaccharide,{m} [organic compound]
es,en,12,liposoluble,liposoluble,{adj}
es,en,12,liposucción,liposuction,{f}
es,en,12,liquen,lichen,{m}
es,en,12,liquidación,sale (sale of goods at reduced prices),{f}
es,en,12,liquidar,to liquefy,{v}
es,en,12,lira,lyre,{f}
es,en,12,lirio,flag (plant),{m}
es,en,12,lirio,iris (plant),{m}
es,en,12,lirón,dormouse,{m}
es,en,12,lisa,"mullet, white mullet",{f}
es,en,12,Lisboa,Lisbon (capital of Portugal),{prop}
es,en,12,lisboeta,From Lisbon,{adj}
es,en,12,lisboeta,Of or relating to Lisbon,{adj}
es,en,12,lisboeta,A native of Lisbon; Lisboner,{mf}
es,en,12,lisiar,to cripple,{v}
es,en,12,lisina,lysine,{f} [amino acid]
es,en,12,lisis,lysis,{f} [chemistry]
es,en,12,liso,flat,{adj}
es,en,12,liso,flat-chested (woman),{adj}
es,en,12,liso,plain,{adj}
es,en,12,liso,smooth,{adj}
es,en,12,liso,straight,{adj}
es,en,12,lisonja,flattering comment,{f}
es,en,12,lisonjeador,flatterer,{m}
es,en,12,lisonjear,to delight; to please,{v}
es,en,12,lisonjear,to flatter; to wheedle; to fawn,{v}
es,en,12,lisonjear,to pay compliments to,{v}
es,en,12,lisonjeramente,"flatteringly, fawningly",{adv}
es,en,12,lisonjero,complimentary,{adj}
es,en,12,lisonjero,"flattering, fawning",{adj}
es,en,12,lisonjero,"pleasing, agreeable",{adj}
es,en,12,lisonjero,"flatterer, fawner",{m}
es,en,12,lisosoma,lysosome,{m} [cytology]
es,en,12,lisozima,lysozyme,{f} [enzyme]
es,en,12,lista,"a list, roll",{f}
es,en,12,lista,a stripe,{f}
es,en,12,listado,readied,{adj}
es,en,12,listado,skipjack (official term),{m}
es,en,12,listar,to list,{v}
es,en,12,listeza,cleverness,{f}
es,en,12,listillo,"smart aleck, smartass",{m} [colloquial]
es,en,12,listín,list of highlights,{m}
es,en,12,listín,telephone book,{m}
es,en,12,listón,"batten, slat",{m}
es,en,12,listón,lath,{m}
es,en,12,listón,ribbon,{m}
es,en,12,listón,bar crossbar,{m} [sports]
es,en,12,listón,strip,{m}
es,en,12,listo,alert,{adj}
es,en,12,listo,clever (with ser),{adj}
es,en,12,listo,ready (with estar),{adj}
es,en,12,lisura,"cheeky remark, disrespectful comment",{f} [Latin America]
es,en,12,lisura,sincerity,{f}
es,en,12,lisura,"smoothness, calmness",{f}
es,en,12,lisura,"smoothness, flatness",{f}
es,en,12,litar,to make a sacrifice in order to please the gods,{v}
es,en,12,litera,bunk,{f}
es,en,12,literal,literal,{adj}
es,en,12,literalmente,literally,{adv}
es,en,12,literalmente,verbatim,{adv}
es,en,12,literario,literary,{adj}
es,en,12,literato,"literatus, man of letters",{m}
es,en,12,literatura,literature,{f}
es,en,12,litógrafa,feminine form of litógrafo,{f}
es,en,12,litógrafo,lithographer,{m}
es,en,12,litigar,to litigate,{v}
es,en,12,litigio,"litigation, lawsuit",{m}
es,en,12,litio,lithium,{m}
es,en,12,lito-,litho-,{prefix}
es,en,12,-lito,"-lith, -lite",{suffix}
es,en,12,litografía,lithography,{f}
es,en,12,litográfico,lithographic,{adj}
es,en,12,litoral,coastal,{adj}
es,en,12,litoral,coast; coastline,{m}
es,en,12,litote,"Litotes, understatement.",{f}
es,en,12,litúrgico,liturgical,{adj}
es,en,12,litro,litre,{m}
es,en,12,lituana,feminine form of lituano,{f}
es,en,12,Lituania,Lithuania,{prop}
es,en,12,lituano,Lithuanian (from or native to Lithuania),{adj}
es,en,12,lituano,Lithuanian (pertaining to Lithuania),{adj}
es,en,12,lituano,a Lithuanian,{m}
es,en,12,lituano,the Lithuanian language,{prop}
es,en,12,Litueche,Litueche,{prop}
es,en,12,liturgia,liturgy,{f}
es,en,12,liturgia,ritual,{f}
es,en,12,Liubliana,Ljubljana (Capital city of Slovenia),{prop}
es,en,12,livermorio,livermorium,{m}
es,en,12,liviano,light (not heavy),{adj}
es,en,12,livone,Livonian; a person from Livonia,{m}
es,en,12,livonio,the Livonian language,{prop}
es,en,12,livor,a bluish color,{m}
es,en,12,livor,bruise,"{m} [archaic, literary]"
es,en,12,livor,"malice, malignity",{m}
es,en,12,lixosa,lyxose,{f} [carbohydrates]
es,en,12,ll,"elle, the 14th letter of the Spanish alphabet, after l and before m",{letter}
es,en,12,Ll,The 14th letter of the Spanish alphabet,{letter}
es,en,12,LL,"elle, the 14th letter of the Spanish alphabet, after L and before M",{letter}
es,en,12,llaga,sore,{f}
es,en,12,llaga,ulcer,{f}
es,en,12,llaga,wound,{f}
es,en,12,llama,flame,{f}
es,en,12,llama,llama (mammal),{f}
es,en,12,llamada,call,{f}
es,en,12,llamada a la oración,call to prayer,{f} [Islam]
es,en,12,llamado,called,{adj}
es,en,12,llamado,call,{m}
es,en,12,llamador,caller,{m}
es,en,12,llamador,door knocker,{m}
es,en,12,llamador,messenger,{m}
es,en,12,llamamiento,"call, appeal",{m}
es,en,12,llamar,to cost,"{vr} [Spain, colloquial]"
es,en,12,llamar,to be called,{vr}
es,en,12,llamar,to appeal; to attract,{v}
es,en,12,llamar,to refer to,{v}
es,en,12,llamar,to summon,{v}
es,en,12,llamarada,flushing,{f}
es,en,12,llamarada,"sudden flare-up, blaze",{f}
es,en,12,llamarada de petate,flash in the pan,{f} [idiomatic]
es,en,12,llamarse,(reflexive form of llamar) to be called (to call oneself),{vr}
es,en,12,llamativa,flamboyant,{n}
es,en,12,llamativo,(said of food) dry; inducing thirst,{adj}
es,en,12,llamativo,"striking, showy",{adj}
es,en,12,llameante,"flaming, blazing",{adj}
es,en,12,llamear,to blaze,{v}
es,en,12,llana,trowel,{f}
es,en,12,llanamente,candidly,{adv}
es,en,12,llanero,"(South America) plainsman, cowboy, llanero",{m}
es,en,12,llaneza,frankness,{m}
es,en,12,llaneza,plainness,{m}
es,en,12,llaneza,simplicity,{m}
es,en,12,llano,even; flat; level,{adj}
es,en,12,llano,plain,{adj}
es,en,12,llano,straightforward,{adj}
es,en,12,llano,"a plain (an open, grassy, mostly treeless land)",{m}
es,en,12,llanta,"fat, protruding belly","{f} [idiomatic, Mexico]"
es,en,12,llanta,tire,{f} [Latin America]
es,en,12,llanta,plant,{f} [obsolete]
es,en,12,llanta,tire rim,{f}
es,en,12,llantén,plantain (plant of the genus Plantago),{m}
es,en,12,llantén,Ribwort Plantain (Plantago lanceolata),{m}
es,en,12,llantén menor,ribwort (Plantago lanceolata or Plantago major),{m}
es,en,12,llanto,crying,{m}
es,en,12,llanura,plain,{f}
es,en,12,llave,curly bracket,{f}
es,en,12,llave,key,{f}
es,en,12,llave,"spanner, wrench",{f}
es,en,12,llave,"valve, faucet",{f}
es,en,12,llave de cierre,stopcock,{f}
es,en,12,llavero,keyring,{m}
es,en,12,llegada,arrival,{f}
es,en,12,llegar,to arrive,{v}
es,en,12,llegar a final de mes,to make ends meet,{v} [idiomatic]
es,en,12,llegar a la suela del zapato,"To not compare to, to have nothing on","{v} [idiomatic, usually in the negative]"
es,en,12,llenador,filling,{adj}
es,en,12,llenar,to complete a group,{v}
es,en,12,llenar,to fill something up,{v}
es,en,12,llenarse,to gorge oneself,{vr}
es,en,12,llenito,chubby; plump,{adj}
es,en,12,llenito,diminutive form of lleno,{adj}
es,en,12,lleno,full,{adj}
es,en,12,llesca,"weed, dope (marijuana)",{f} [slang]
es,en,12,lleísmo,"the practice of merging the sound of the Spanish letter ye (""y"") into the sound of the digraph elle (""ll"")",{m}
es,en,12,llevadero,entertaining,{adj}
es,en,12,llevadero,tolerable,{adj}
es,en,12,llevar,to have spent time,{vt}
es,en,12,llevar,"to include (have as a component, part, accesory or ingredient)",{vt}
es,en,12,llevar,to lead away; to carry away (implies moving someone further from the speaker),{vt}
es,en,12,llevar,"to take, carry, take away, carry away (implies to move something further from who speaks)",{vt}
es,en,12,llevar,to wear (short form of llevar puesto),{vt}
es,en,12,llevar a cabo,"carry out, fulfill, accomplish",{v}
es,en,12,llevar los pantalones,to wear the trousers,{v} [idiomatic]
es,en,12,llevarse,to wear,{v}
es,en,12,llevarse el gato al agua,to pull it off (suceed),{v} [idiomatic]
es,en,12,llorar,to cry,{v}
es,en,12,lloriquear,to cry a little,{v}
es,en,12,lloriqueo,whimper,{m}
es,en,12,lloriqueo,whining,{m}
es,en,12,llorón,crybaby,{m}
es,en,12,llorona,(female) crybaby,{f}
es,en,12,lloroso,"mournful, sad",{adj}
es,en,12,lloroso,weeping,{adj}
es,en,12,llovedizo,leaky,{adj}
es,en,12,llover,to rain,{vi} [impersonal]
es,en,12,llover a cántaros,To pour; to rain heavily; to rain cats and dogs,{v} [idiomatic]
es,en,12,llover a mares,To pour; to rain heavily; to rain cats and dogs,{v} [idiomatic]
es,en,12,llovizna,drizzle,{f}
es,en,12,lloviznar,to lightly rain; to drizzle,{vi} [impersonal]
es,en,12,lluvia,rain,{f}
es,en,12,lluvia ácida,acid rain,{f}
es,en,12,lluvia de estrellas,A meteor shower,{f}
es,en,12,lluvia de meteoros,A meteor shower,{f}
es,en,12,lluvioso,rainy,{adj}
es,en,12,lámina,lamina,"{f} [botany, anatomy]"
es,en,12,lámina,blade,{f} [botany]
es,en,12,lámina,engraving,{f}
es,en,12,lámina,"slap, sheet",{f}
es,en,12,límite,limit,{m}
es,en,12,lámpara,lamp,{f}
es,en,12,lámpara,"torch, flashlight",{f}
es,en,12,lémur,lemur,{m}
es,en,12,línea,"a thin, long dose of cacaine (slang)",{f}
es,en,12,línea,"command, order (government and enterprises)",{f}
es,en,12,línea,"government policy, government action (e.g. línea dura = hard or strict government policy)",{f}
es,en,12,línea,"individual script, dialogue for each actor (theatre and TV)",{f}
es,en,12,línea,"line (mathematics, art, electricity or telephone)",{f}
es,en,12,línea fija,landline,{n}
es,en,12,lánguido,"languid, weak",{adj}
es,en,12,lúnula,lunula,{f} [geometry]
es,en,12,lío,bundle,{m}
es,en,12,lío,huddle,{m}
es,en,12,lío,trouble,{m}
es,en,12,lo,neuter definite article used to make abstract nouns from adjectives; the,{art}
es,en,12,lo,"impersonal neuter pronoun; it, that",{pron}
es,en,12,loa,praise,{f}
es,en,12,loable,laudable,{adj}
es,en,12,loablemente,"laudably, commendably",{adv}
es,en,12,loar,to praise,{v}
es,en,12,loba,feminine form of lobo she-wolf,{f}
es,en,12,loba,an attractive woman,{f} [slang]
es,en,12,lobato,"a wolf cub, a wolfling",{m}
es,en,12,lobezno,"a wolf cub, a wolfling",{m}
es,en,12,lobisón,werewolf,{m}
es,en,12,lobo,wolf,{m}
es,en,12,lobo de Tasmania,thylacine,{m}
es,en,12,lobo marino,seadog,{m}
es,en,12,lobo marino,seal,{m}
es,en,12,lobo marino,sea lion,{m}
es,en,12,lobuno,"lupine, wolflike, wolfish",{adj}
es,en,12,loca,feminine form of loco,{f}
es,en,12,loca,(slang) an effeminate man or boy,{f}
es,en,12,loca,(slang) a very flirtatious homosexual man or boy,{f}
es,en,12,locación,"rental, leasing",{f}
es,en,12,local,local,{adj}
es,en,12,local,"premises, rooms",{m}
es,en,12,local de alterne,hostess bar,{f}
es,en,12,localidad,"place, locality",{f}
es,en,12,localización,"finding, location",{f}
es,en,12,localización,localization,{f}
es,en,12,localizado,located,{adj}
es,en,12,localizador,localizer,{m}
es,en,12,localizar,"to be located, localized",{vr}
es,en,12,localizar,to find,{vt}
es,en,12,localizar,"to localize, locate",{vt}
es,en,12,locamente,"madly, crazily",{adv}
es,en,12,locera,A woman who makes or sells items made of china.,"{f} [colloquial, Honduras, and, Venezuelan Spanish]"
es,en,12,locero,One who makes or sells items made of china.,"{m} [colloquial, Honduras, and, Venezuelan Spanish]"
es,en,12,loción,lotion,{f}
es,en,12,loco,"crazy, insane, mad (asserting that something is out of place in the head)",{adj}
es,en,12,loco,"loose (pipe fittings, pulley)",{adj}
es,en,12,loco,"overgrown, rambling",{adj}
es,en,12,loco,"rash, risky, imprudent",{adj}
es,en,12,loco,"sexy (only with ""ser"" ex. soy loco)",{adj}
es,en,12,loco,"tremendous, terrific, huge, enormous",{adj}
es,en,12,loco,A highly affected homosexual; fruit,{m}
es,en,12,loco,A plant in the genus Astragalus or Oxytropis,{m}
es,en,12,loco,"Chilean edible gastropod mollusk resembling abalone but is, in fact, a muricid (Concholepas concholepas)",{m} [Chile]
es,en,12,loco,A crazy person,{m} [pejorative]
es,en,12,locomoción,locomotion,{f}
es,en,12,locomoción,transportation,{f}
es,en,12,locomotora,"engine, locomotive",{f}
es,en,12,locos y niños dicen la verdad,"Children and crazy people tell what's true, meaning they have no inhibition to express how they see things",{phrase}
es,en,12,locrio,dish made from rice cooked with meat,{m}
es,en,12,locuacidad,"loquacity, talkativeness, garrulity, flippancy",{f}
es,en,12,locuaz,loquacious,{adj}
es,en,12,locución,idiom,{f}
es,en,12,locución adverbial,adverbial phrase,{f}
es,en,12,locura,An act of madness,{f}
es,en,12,locura,Madness,{f}
es,en,12,locus,locus,{m} [genetics]
es,en,12,locutor,"announcer, newscaster, newsreader, commentator",{m} [media]
es,en,12,locutorio,call shop,{m}
es,en,12,lodo,mud; muck; mire,{m}
es,en,12,-logía,"-logy, -ology",{suffix}
es,en,12,logana,loganberry,{f}
es,en,12,loganberi,loganberry,{m}
es,en,12,logar,place,{m} [archaic]
es,en,12,logar,to rent,{vt} [archaic]
es,en,12,logaritmo,logarithm,{m}
es,en,12,logia,lodge (Freemasons),{f}
es,en,12,-logo,-logist (one who studies),{suffix}
es,en,12,logotipo,A logo,{m}
es,en,12,logotipo,A mascot,{m}
es,en,12,logrado,successful,{adj}
es,en,12,lograr,to achieve,{vt}
