/dic,,,,,
/@from,/@to,/l/#id,/l/w/c,/l/w/d,/l/w/t
en,es,16,paternal aunt,tía {f},{n} (the sister of one's father)
en,es,16,paternal grandmother,abuela paterna {f},{n} (one's father's mother)
en,es,16,paternal uncle,"tío {m}, tío paterno {m}",{n} (brother of one's father)
en,es,16,paternity,,{n} (fatherhood)
en,es,16,paternoster,,{n} (a rosary)
en,es,16,paternoster,paternóster {m},{n} (the Lord's prayer)
en,es,16,path,"camino {m}, sendero {m}",{n}
en,es,16,path,"senda {f}, sendero {m}","{n} /pæ?/ (a trail for the use of, or worn by, pedestrians)"
en,es,16,pathetic,patético,{adj} (arousing scorn or contempt)
en,es,16,pathetic,patético,"{adj} /p????t?k/ (arousing pity, sympathy, or compassion)"
en,es,16,pathogen,patógeno {m},{n} (an organism or substance that causes disease)
en,es,16,pathogenesis,patogénesis {f},{n} (pathogenesis)
en,es,16,pathogenic,patógeno {m},{adj} (able to cause disease)
en,es,16,pathognomonic,patognomónico,{adj} (Beyond any doubt diagnostic for a particular disease)
en,es,16,pathological,patológico,{adj} (pertaining to pathology)
en,es,16,pathological,patológico,{adj} (relating to or caused by a physical or mental disorder)
en,es,16,pathologically,patológicamente,{adv} (in a pathological manner)
en,es,16,pathologist,patólogo,{n} (expert in pathology)
en,es,16,pathology,patología {f},{n} (an abnormality)
en,es,16,pathology,patología {f},{n} (the branch of medicine)
en,es,16,patience,paciencia {f},{n} (quality of being patient)
en,es,16,patience,,{n} (solitaire)
en,es,16,patient,paciente {m} {f},{adj} (not losing one's temper while waiting)
en,es,16,patient,paciente,{n} (someone who receives treatment from a doctor)
en,es,16,patiently,pacientemente,{adv} (in a patient manner)
en,es,16,patine,patinar,{v}
en,es,16,patio,patio {m},{n} (an inner courtyard typical of traditional Spanish houses)
en,es,16,patio,patio {m},"{n} /?pætio?/ (a paved outside area, adjoining a house, used for dining or recreation)"
en,es,16,patisserie,pastelería {f},{n} (pastry shop)
en,es,16,patolli,patole {m},{n} (board game)
en,es,16,Patras,Patras,{prop} (city of Greece)
en,es,16,patriarch,patriarca {m},{n} /?pe?t????k/ (male leader)
en,es,16,patriarchal,patriarcal,{adj} (relating to patriarchy)
en,es,16,patriarchy,,{n} (office of the patriarch)
en,es,16,patriarchy,patriarcado {m},{n} (social system)
en,es,16,Patricia,Patricia,{prop} (female given name)
en,es,16,Patrick,Patricio,{prop} /?pætr?k/ (given name)
en,es,16,patriot,patriota {m} {f},"{n} /?pe?.t?i.?t/ (person who loves, supports and defends their country)"
en,es,16,patriotic,patriótico,{adj} (inspired by patriotism)
en,es,16,patriotism,patriotismo {m},{n} (love of one's own country)
en,es,16,patristic,patrístico {m},{adj} (pertaining to early Christian church leaders)
en,es,16,patrol,patrulla {f},{n}
en,es,16,patrol,patrulla {f},{n} /p??t?o?l/ (going of the rounds)
en,es,16,patrol,patrullar,{v} (go the rounds along a chain of sentinels)
en,es,16,patrol,patrullar,"{v} (go the rounds of, as a sentry, guard or policeman)"
en,es,16,patrol,patrullar,{v}
en,es,16,patrolman,patrullero {m},"{n} (police officer, especially a junior one who does patrol instead of detection or supervising of other policemen)"
en,es,16,patron,patrocinador; cliente,{n}
en,es,16,patron,cliente {m},{n} /?pe?t(?).??n/ (customer)
en,es,16,patronage,clientela {f},{n} (customers collectively; clientele; business)
en,es,16,patronage,patrocinio {m},{n}
en,es,16,patronize,menospreciar,{v} /?pe?t.??.na?z/ (To assume a tone of unjustified superiority)
en,es,16,patronizing,,{adj} (offensively condescending)
en,es,16,patronymic,patronímico,{n} (a name from father's name)
en,es,16,patsy,cabeza de turco,{n} (a person who is taken advantage of)
en,es,16,pattern,"diseño {m}, estampado {m}",{n} (motif or decoration)
en,es,16,pattern,molde,{n} /?pæd??n/ (that from which a copy is made)
en,es,16,pattern,patrón {m},{n}
en,es,16,pattern,"estructurar, estampar, perfilar",{v} (apply a pattern)
en,es,16,pattycake,arepitas,{n}
en,es,16,paucity,"penuria {f}, escasez {f}",{n} /?p?s?ti/ (fewness in number; a small number)
en,es,16,Paul,Pablo,{prop} (male given name)
en,es,16,Paul,Pablo,{prop} /p?l/ (the Apostle)
en,es,16,Paula,Paula,{prop} (female given name)
en,es,16,Paulette,Paulette,{prop} (female given name)
en,es,16,Paulínia,"San Pablo, São Paulo",{prop} (city in São Paulo)
en,es,16,paunch,panza {f},{n} (first stomach of ruminant; rumen)
en,es,16,paunch,"panza {f}, barriga {f}, guata {f}","{n} (large, protruding belly)"
en,es,16,pause,pausa {f},{n} (short time for relaxing)
en,es,16,pause,"pausar, interrumpir, suspender",{v} /p?z/ (to interrupt something)
en,es,16,pave,pavimentar,{v} /pe?v/ (to cover (british))
en,es,16,pave,pavimentar,{v} (to cover (US))
en,es,16,paved,"asfaltado, enlosado",{adj} (covered in pavement)
en,es,16,pavement,"acera {f}, [Guatemala, Mexico] banqueta {f}, [Southern Cone] vereda {f}",{n} (footpath)
en,es,16,pavement,pavimento {m},{n} (surface of road)
en,es,16,Pavia,Pavía {f},{prop} (capital)
en,es,16,Pavia,Pavía {f},{prop} /p??vi.?/ (province)
en,es,16,pavilion,pabellón,{n}
en,es,16,Pavo,Pavo,{prop} (constellation of the southern sky)
en,es,16,paw,"garra {f}, zarpa {f}, pata {f}",{n} /p?/ (soft foot of an animal)
en,es,16,pawa,"oreja de mar {f}, abulón {m}",{n} (edible univalve mollusc)
en,es,16,pawl,matraca {f},{n} /p??l/ (pawl)
en,es,16,pawn,empeño {m},{n} (instance of pawning something)
en,es,16,pawn,peón {m},{n} /p?n/ (chess piece)
en,es,16,pawn,casa de empeños {f},{n} ((rare) type of shop)
en,es,16,pawn,peón {m},{n} (someone who is being manipulated)
en,es,16,pawn,empeñar,{v} (give as security for loan)
en,es,16,pawnshop,casa de empeño {f},{n} /?p??n???p/ (business premises of a pawnbroker)
en,es,16,pawpaw,papaya {f},{n} (fruit)
en,es,16,pawpaw,papayo {m},{n} (tree)
en,es,16,pay,"pago {m}, paga {f}",{n} (money given in return for work)
en,es,16,pay,pagar,{v} /pe?/ (to give money in exchange for goods or services)
en,es,16,pay,"pagar, redituar",{v} (to be profitable)
en,es,16,pay attention,"prestar la atención (to a person), poner la atención (to an idea or thing)",{v} (to be attentive)
en,es,16,pay back,pagar,{v} /pe? bæk/ (to repay)
en,es,16,payback,recompensa {f},{n} (a form of recompense)
en,es,16,payback,"venganza {f}, desquite {m}, revancha {f}",{n} /?pe?bæk/ (an act of revenge)
en,es,16,payday,día de pago,{n} (day on which an employee's salary is paid)
en,es,16,payment,pago {m},{n} (a sum of money paid in exchange for goods or services)
en,es,16,payment,pago,{n} /?pe??m?nt/ (the act of paying)
en,es,16,payphone,teléfono público {m},{n} (a public telephone)
en,es,16,payroll,"nómina {f} [Latin America], planilla {f} [Central America], plantilla {f} [Spain]","{n} /?pe??o?l/ (list of employees who receive salary or wages, together with the amounts due to each)"
en,es,16,pay the bills,pagar las cuentas,{v} (provide enough income)
en,es,16,pea,"[raw pea] alverja {f} [Peru], arveja {f} [Latin America, Spain's Canary Islands], chícharo {m} [Cuba, Mexico, Spain's Costa del Sol and Northwest], guisante {m} [Spain standard usage, formal in other countries], pésol {m} [Southeastern Spain - also : présol] ; [tender pea] petit pois {m} [Costa Rica, Nicaragua, Panama, Venezuela - pronounced 'petipuá'], bisalto {m}",{n} (edible seed)
en,es,16,pea,guisante,{n} /pi?/ (plant)
en,es,16,peace,paz {f},"{n} (harmony, lack of conflict in personal relations)"
en,es,16,peace,"paz {f}, sosiego {m}","{n} /p?is]/ (tranquility, quiet, harmony)"
en,es,16,peace,paz {f},{n} (state of being free from war)
en,es,16,peace,paz {f},{n} (state of mind)
en,es,16,peaceable,"pacífico, apacible",{adj} (characterized by peace)
en,es,16,peaceable,pacifista,{adj} /?pi?s?b(?)l/ (in favour of peace)
en,es,16,Peace Corps,Cuerpo de Paz,{prop} (US volunteerism agency)
en,es,16,peaceful,"tranquilo, plácido",{adj} (motionless and calm; placid)
en,es,16,peaceful,pacífico,{adj} /?pi?sf?l/ (not at war or disturbed by strife or turmoil)
en,es,16,peacefully,pacíficamente,{adv} (in a peaceful manner)
en,es,16,peach,"durazno {m} [Mexico], melocotón {m} [Colombia, Spain]",{n} (fruit)
en,es,16,peach,"duraznero {m}, durazno {m}, melocotonero {m}, melocotón {m}",{n} /pi?t??/ (tree)
en,es,16,peachfuzz,vellosidad {f},{n} (The fuzz found on the skin of a peach)
en,es,16,peachfuzz,vellos {m},"{n} (The soft, scanty beard of an adolescent male)"
en,es,16,peacock,"pavo real {m}, pavorreal {m}",{n} /?pi?k?k/ (bird)
en,es,16,peafowl,pavo,{n} /?pi??fa?l/ (a pheasant of the genus Pavo or Afropavo)
en,es,16,peak,cima {f},{n}
en,es,16,peak,cima {f},{n} /pi?k/ (mountain top)
en,es,16,peak flow meter,medidor de flujo espiratorio {m},{n} (instrument that monitors the peak expiratory flow rate)
en,es,16,peak season,temporada alta {f},{n} (highest demand)
en,es,16,peanut,"[Latin America] maní {m}, [Mexico] cacahuate, [Spain] cacahuete {m}",{n} /?pi??n?t/ (a legume resembling a nut)
en,es,16,peanut butter,"[Mexico] crema de cacahuate {f}, mantequilla de maní {f}",{n} (a spread made from ground peanuts)
en,es,16,peanut milk,"leche de maní {f}, leche de cacahuates {f}",{n} (milky liquid from almonds)
en,es,16,pear,pera {f},{n} /p??/ (fruit)
en,es,16,pear,peral {m},{n} (tree)
en,es,16,pearl,,{n} (brill)
en,es,16,pearl,,{n} (fringe or border)
en,es,16,pearl,,{n} (light-colored tern)
en,es,16,pearl,,{n} (mother-of-pearl)
en,es,16,pearl,,{n} (one of the tubercles on a deer's antler)
en,es,16,pearl,perla {f},{n} /p?l/ (rounded shelly concretion produced by certain mollusks)
en,es,16,pearl barley,"mote {m}, mote de trigo {m}",{n}
en,es,16,pearl diver,,{n} (dishwasher)
en,es,16,pearl tapioca,,{n} (edible balls made from tapioca)
en,es,16,pearly antshrike,batará perlado,{n} (passerine bird)
en,es,16,pearly whites,[dienties] blanquitos {m},{n}
en,es,16,pear tree,peral {m},{n} (a tree of the genus)
en,es,16,peasant,"campesino {m}, montañero {m}, peón {m}",{n}
en,es,16,peasant,campesino {m},{n} (country person)
en,es,16,peasant,campesino,{n} /?p?z?nt/ (member of the agriculture low class)
en,es,16,peasantry,campesinado {m},{n} (impoverished rural farm worker)
en,es,16,peat,turba {f},{n} /pi?t/ (soil)
en,es,16,pebble,guijarro {m},{n} /?p?b.?l/ (stone)
en,es,16,pecan,"pacano {m}, pecán {m}, pacana {f}",{n} /?pi(?)?k??n]/ (a deciduous tree Carya illinoinensis)
en,es,16,pecan,"nuez pecana {f}, pecana {f}, pacana {f}, pecán {m}, nuez de la isla {f}, nuez encarcelada {f}",{n} (the nut of this tree)
en,es,16,peccadillo,pecadillo {m},{n} /?p?.k??d?.lo?/ (a small sin or flaw)
en,es,16,peccary,"pecarí {m}, báquiro {m} [Venezuela], chancho de monte {m} [Argentina, Bolivia, El Salvador, Honduras], coche de monte {m} [Guatemala], jabalí {m} [Mexico], jabalina {f} [Mexico], saíno {m}, [Colombia, Costa Rica, Panama], sahíno {m} [Ecuador, Nicaragua], sajino {m} [Peru]",{n} (a family of mammals related to pigs and hippos)
en,es,16,peckerwood,,{n} (peckerwood sawmill)
en,es,16,peckerwood,,{n} /?p?k?w?d/ (woodpecker)
en,es,16,peckerwood,,"{n} (white, especially ignorant or rustic)"
en,es,16,pectin,pectina {f},{n} (substance)
en,es,16,pectinate,pectinado,{adj} /?p?kt?ne?t/ (resembling a comb)
en,es,16,pectoral fin,aleta pectoral {f},{n} (fin located on each side of a fish)
en,es,16,peculiar,"peculiar, específico {m}",{adj} (common or usual for a particular place or circumstance)
en,es,16,peculiar,peculiar,{adj} (out of the ordinary)
en,es,16,peculiarity,peculiaridad {f},{n} (that which is peculiar)
en,es,16,peculiarity,peculiaridad {f},{n} (the quality or state of being peculiar)
en,es,16,pedagogic,pedagógico,"{adj} /?p?d?????d??k/ (of, or relating to pedagogy)"
en,es,16,pedagogical,,{adj} (pedagogic)
en,es,16,pedagogy,pedagogía {f},"{n} (activities of educating, teaching or instructing)"
en,es,16,pedagogy,pedagogía {f},{n} /?p?d??go?d?i/ (profession of teaching)
en,es,16,pedal,pedal {m},{n} /?p?d?l/ (lever operated by one's foot)
en,es,16,pedal,pedalear,{v} (to operate a pedal)
en,es,16,pedant,pedante {m},{n} /?p?d?nt/ (person overly concerned with formal rules and trivial points of learning)
en,es,16,pedantic,"cursi, maniático, pedante, puntilloso",{adj} /p??dæn.t?k/
en,es,16,pedantical,,{adj} (pedantic)
en,es,16,pedantry,pedantería {f},{n} /?p?d.?n.t?i/ (overly ambitious display of learning)
en,es,16,peddler,"buhonero {m}, vendedor ambulante {m}",{n} (hawker)
en,es,16,pederast,pederasta {m},{n} /?p?d?r?st/ (practitioner of pederasty)
en,es,16,pederastic,pederastico,{adj} (relating or pertaining to pederasty)
en,es,16,pederasty,pederastia {f},{n} /?p?.d?.ræs.ti/ (pederasty)
en,es,16,pedestal,"pedestal {m}, peana {f}","{n} (the base or foot of a column, statue, vase, lamp, or the like)"
en,es,16,pedestrian,peatonal,{adj} /p??d?st.?i.?n/ (of or intended for pedestrians)
en,es,16,pedestrian,"peatón {m}, viandante {m} {f}",{n} (somebody walking rather than using a vehicle)
en,es,16,pediatrician,pediatra {m} {f},{n} /?pidi??t????n/ (physician who specialises in pediatrics)
en,es,16,pedicab,"bicitaxi {m}, tricitaxi {m}, velotaxi {m}, pedicab {m}",{n} (vehicle)
en,es,16,pedicel,pedicelo {m},{n} /?p?d?s?l/ (stalk of an individual flower)
en,es,16,pedicel,pedicelo {m},{n} (slender stalk)
en,es,16,pedicel,pedicelo {m},{n} (stalk-like body part)
en,es,16,pedicure,pedicura {f},{n} (superficial cosmetic treatment of the feet and toenails)
en,es,16,pedigree,pedigrí,{n} /?p?d.?.??i/ (chart of ancestors)
en,es,16,pediment,frontón {m},{n} (architectural element)
en,es,16,pedometer,"podómetro {m}, odómetro {m}, cuentapasos {m}",{n} (device)
en,es,16,pedophile,pedófilo {m},{n} /?p?.d??fa?l/ (a person who is sexually attracted to children)
en,es,16,pedophilia,pedofilia {f},{n} /?p?.d??fi?.li.?/ (sexual feeling of desire directed towards children)
en,es,16,peduncle,pedúnculo {m},{n} (bundle of neurons)
en,es,16,peduncle,pedúnculo {m},{n} (stalk supporting an inflorescence)
en,es,16,pee,pe {f},"{n} (name of the letter P, p)"
en,es,16,pee,"pis, pipí {m}, [Chile] pichí {m}",{n} (urine)
en,es,16,pee,"hacer pis, mear",{v} (to urinate)
en,es,16,peel,cáscara {f},{n} (skin of a fruit)
en,es,16,peel,pelar,{v} /pi?l/ (to remove skin)
en,es,16,peep,susurro {m},{n} (feeble utterance or complaint)
en,es,16,peep,vistazo {m},{n} (look)
en,es,16,peep,pío {m},"{n} /pip/ (quiet sound, particularly one from a baby bird)"
en,es,16,peep,,{n} (sandpiper)
en,es,16,peep,piar,{v} (make a noise like a baby bird)
en,es,16,peep,susurrar,{v} (speak briefly with a quiet voice)
en,es,16,peep,"husmear, espiar",{v} (to look)
en,es,16,pee-pee,,{n} (childish: penis)
en,es,16,pee-pee,,{n} /?pi?pi?/ (childish: urine)
en,es,16,peepshow,"peepshow {m}, mundonuevo {m}, espectáculo sicalíptico {m}",{n} (sex show)
en,es,16,peer,par {m},{n} (noble)
en,es,16,peer,par {m},{n} /p??/ (someone or something of equal level)
en,es,16,peeve,fastidio,{n} /pi?v/ (annoyance or grievance)
en,es,16,peeve,fastidiar,{v} (annoy; vex)
en,es,16,peevish,"quejica {m}, quejicoso, alaraco, alharaquiento",{adj} /?piv??/ (constantly complaining)
en,es,16,peg,gancho {m},{n}
en,es,16,Pegasus,Pegaso,{prop} (constellation)
en,es,16,Pegasus,Pegaso {m},{prop} (mythical winged horse)
en,es,16,pejorative,"despectivo, peyorativo","{adj} /p??d????t?v/ (disparaging, belittling or derogatory)"
en,es,16,pejorative,peyorativo {m},"{n} (disparaging, belittling or derogatory word or expression)"
en,es,16,pekan,,{n} (fisher)
en,es,16,Pekingese,,{prop} (Beijinger)
en,es,16,Peleus,Peleo,{prop} /?pi?.li.?s/ (surname)
en,es,16,pelican,pelícano {m},{n} /?p?l.?.k?n/ (any of various seabirds of the family Pelecanidae)
en,es,16,pellet,egagrópila {f},{n} (Compressed byproduct of digestion regurgitated by owls)
en,es,16,pellucid,diáfano,{adj} (easily understood)
en,es,16,pellucid,"transparente, diáfano, cristalino",{adj} /p??lu?s?d/ (transparent)
en,es,16,Peloponnese,Peloponeso {m},{prop} /p?l?p??ni?s/ (region of Greece)
en,es,16,peloton,pelotón {m},{n} (main group of riders in a cycling race)
en,es,16,pelvic,"pélvico, pelviano","{adj} (of, pertaining to, or in the region of, the pelvis; as, pelvic cellulitis)"
en,es,16,pelvic fin,aleta pélvica {f},{n} (either of a pair of fins)
en,es,16,pelvis,pelvis {f},{n} (bone)
en,es,16,pen,,{n} ((baseball) bullpen)
en,es,16,pen,corral {m},{n} /p?n/ (enclosed area for animals)
en,es,16,pen,celda {f},{n} (prison cell)
en,es,16,pen,"pluma {f} (not a ballpoint pen), bolígrafo {m} (ballpoint pen only; colloquially shortened to boli {m}), lapicera {f}",{n} (writing tool)
en,es,16,pen,escribir,{v} (to write)
en,es,16,penal colony,colonia penal {f},{n} (colonial territory)
en,es,16,penalize,penalizar,{v} /?pi?.n?l.a?z/ (to subject to a penalty)
en,es,16,penalize,infligir un castigo,{v} (to impose a handicap on)
en,es,16,penalty,penalti {m},{n} (free kick in football)
en,es,16,penalty,castigo {m},{n} (punishment for violating rules of procedure)
en,es,16,penalty kick,penal,{n} (a form of free kick)
en,es,16,penalty shootout,tanda de penaltis {f},{n} (a series of penalty kicks)
en,es,16,penance,penitencia,{n} /?p?n.?ns/ (voluntary self-imposed punishment)
en,es,16,pencil,lápiz {m},{n} /?p?ns?l/ (graphite writing-instrument)
en,es,16,pencil case,estuche {m},{n} (object purposed to contain stationery)
en,es,16,pencil pusher,chupatintas {m},{n} (one who does office work)
en,es,16,pencil sharpener,"sacapuntas {m}, afila {m} [Northwestern Spain], afilador {m} [Spain's Canary Islands], maquineta {f} [Northeastern Spain], tajador {m} [Bolivia, Costa Rica, Nicaragua, Northern Spain : specifically Aragon and Navarra, Peru, Southeastern Mexico], sacaminas {m} [Northern Spain : specifically Aragon], tajalápiz {m} [Colombian standard usage, Northern Spain : specifically Asturias - Colombian Atlantic Coast : sacapuntas]",{n} (a device used to sharpen pencils)
en,es,16,pending,esperando,{adj} (awaiting a conclusion or a confirmation)
en,es,16,pending,pendiente,{adj} (begun but not completed)
en,es,16,pendulum,péndulo {m},{n} /?p?nd???l?m/ (body suspended from a fixed support)
en,es,16,penetrate,penetrar,{v} (manage to get through)
en,es,16,penetration,penetración {f},{n} /p?n??t?e??(?)n/ (act of penetrating)
en,es,16,penfriend,,{n} (person with whom one exchanges letters)
en,es,16,penguin,pingüino {m},{n} (flightless sea bird)
en,es,16,penicillamine,penicilamina {f},{n} (breakdown product of penicillin)
en,es,16,penicillin,penicilina {f},{n} (penicillin)
en,es,16,peninsula,península {f},{n} /p??n?n.s?.l?/ (a piece of land projecting into water)
en,es,16,peninsular,peninsular,{adj} (of or connected with a peninsula)
en,es,16,penis,"[Spain] pene {m}, carajo {m}, pirula {f}, pirulo, pito {m}, polla {f}, [Colombia] pija {f}, [Bolivia] tranca {f}, [Argentina] verga {f}, chota {f}, garompa {f}, pipe {m}, poste {m}, poronga {f}, papirola {f}, miembro {m}",{n} /?pi?n?s/ (male organ for copulation and urination)
en,es,16,penitentiary,penitenciaría {f},{n} (prison)
en,es,16,penmanship,caligrafía {f},{n} (art of good handwriting)
en,es,16,Pennsylvania,Pensilvania {f},{prop} /?p?ns?l?ve?ni?/ (US state)
en,es,16,Pennsylvania German,,{adj} (Pennsylvania Dutch)
en,es,16,Pennsylvania German,,{n} (Pennsylvania Dutch)
en,es,16,Pennsylvania German,,{prop} (Pennsylvania Dutch)
en,es,16,penny,penique {m},{n} (1/100 of a pound sterling or British pound)
en,es,16,penny,penique {m},{n} /?p?.ni/ (1/240 of a pound sterling or Irish pound)
en,es,16,penny farthing,velocípedo,{n} (bicycle)
en,es,16,pennyroyal,poleo {m},{n} /p?n??????l/ (Mentha pulegium)
en,es,16,pen pal,amigo por correspondencia {m},{n} (person with whom one communicates using letters)
en,es,16,pension,pensión {f},{n} (boarding house)
en,es,16,pension,pensión {f},{n} /?pen??n/ (regular payment due to a person in consideration of past services)
en,es,16,pensioner,pensionista,{n} (someone who lives on a pension)
en,es,16,pensive,"pensativo, amohinado, melancólico",{adj} (looking thoughtful or sad)
en,es,16,pensive,pensativo,{adj} /?p?n.s?v/ (having the appearance of thinking)
en,es,16,pensively,pensativamente,{adv} (in a thoughtful or reflective manner)
en,es,16,penta-,penta-,{prefix} (five)
en,es,16,pentacle,pentáculo {m},{n} /?p?nt.?.kl?/
en,es,16,pentaerythritol tetranitrate,"pent {m}, tetranitrato de pentaeritritol {m}, pentrita {f}",{n} (explosive)
en,es,16,pentagon,pentágono {m},{n} /?p?nt???n/ (A polygon with five sides and five angles)
en,es,16,Pentagon,Pentágono {m},{prop} (the headquarters of the United States of America's Department of Defense)
en,es,16,pentagonal,"pentágono, pentagonal","{adj} /p?n?tæ??n?l/ (of, relating to, or shaped like a pentagon)"
en,es,16,pentahedron,pentaedro {m},{n} (solid geometric figure)
en,es,16,pentane,pentano {m},{n} (aliphatic hydrocarbon: C?H??)
en,es,16,pentanoic acid,,{n} (valeric acid)
en,es,16,Pentateuch,Pentateuco {m},{prop} /?p?nt??tju?k/ (first five books of the Bible)
en,es,16,pentathlete,pentatleta {m} {f},{n} /?p?n.tæ?.lit/ (An athlete who competes in the pentathlon)
en,es,16,pentathlon,pentatlón {m},{n} (ancient pentathlon)
en,es,16,pentathlon,pentatlón {m},{n} (modern pentathlon)
en,es,16,Pentecost,Pentecostés,{prop} (Christian festival)
en,es,16,penthouse,ático,{n} /?p?ntha?s/ (an apartment or suite on the top floor of a tall building)
en,es,16,pentoic acid,,{n} (valeric acid)
en,es,16,pentose,pentosa {f},{n} (saccharide containing five carbon atoms)
en,es,16,pentoxide,pentóxido {m},{n} (oxide containing five oxygen atoms)
en,es,16,penultimate,penúltimo,{adj} /p??n?lt?m?t/ (the next-to-last in a sequence)
en,es,16,peony,peonía {f},{n} /?pi??ni/ (Paeonia genus of flowering plants)
en,es,16,people,pueblo {m},{n} (a group of persons forming or belonging to a particular nation etc.)
en,es,16,people,familia {f},"{n} (a person's ancestors, relatives or family)"
en,es,16,people,gente {f},{n} /?pip?l/ (a body of human beings; a group of two or more persons)
en,es,16,people,pueblo {m},{n} (the mass of community as distinguished from a special class)
en,es,16,people,poblarse,{v} (to become populous)
en,es,16,people,poblar con,{v} (to fill with people)
en,es,16,People's Democratic Republic of Yemen,República Democrática Popular del Yemen,{prop} (South Yemen)
en,es,16,People's Liberation Army,Ejército Popular de Liberación {m},{prop} (army branch)
en,es,16,People's Republic of Bangladesh,República Popular de Bangladesh,{prop} (People's Republic of Bangladesh)
en,es,16,People's Republic of China,República Popular de China {f},{prop} (official name of China)
en,es,16,pepita,pepita {f},{n} (edible seed)
en,es,16,pepper,pimiento {m},{n} (fruit of the capsicum)
en,es,16,pepper,pimentero,{n} /?p?p?/ (plant)
en,es,16,pepper,pimienta {f},{n} (spice)
en,es,16,pepper,acribillar,{v} (strike with small particles)
en,es,16,peppered,,{adj} (speckled)
en,es,16,pepperwort,"lepidium {m}, hierba de la pimienta {f}",{n} /?p?p?w??t/ (plant in the genus Lepidium)
en,es,16,pep talk,arenga {f},{n} /?p?p ?t?k/ (a rallying speech made to instill enthusiasm)
en,es,16,peptide,péptido {m},{n} (class of organic compounds)
en,es,16,peptidic,peptídico,{adj} (pertaining peptides)
en,es,16,peptone,peptona {f},{n} (water-soluble product of partial protein hydrolysis)
en,es,16,per,"por, según",{prep} (in accordance with)
en,es,16,per,por,{prep} /p?/ (for each)
en,es,16,per,por,{prep}
en,es,16,per,por,{prep} (used in expressing ratios of units)
en,es,16,per,por,{prep} (via)
en,es,16,per capita,por cabeza,{adj} (per person)
en,es,16,perceive,"percibir, entender",{v} /p??si?v/ (to understand)
en,es,16,percent,por ciento,{n} /p??.s?nt/ (a part or other object per hundred)
en,es,16,percentage,porcentaje {m},{n} (part of a whole)
en,es,16,percentage,porcentaje {m},{n} (share of the profits)
en,es,16,perceptible,perceptible,{adj} (able to be perceived)
en,es,16,perception,percepción {f},{n}
en,es,16,perception,percepción {f},{n} /p??s?p?(?)n/ (conscious understanding of something)
en,es,16,perceptive,perspicaz,"{adj} /p??s?pt?v/ (having or showing keenness of perception, insight, understanding, or intuition)"
en,es,16,perch,perca {f},{n} (fish in the taxonomic family)
en,es,16,perch,perca {f},{n} /p?t?/ (fish of the genus)
en,es,16,perchlorate,perclorato {m},{n} (salt)
en,es,16,percolate,filtrarse,{v} /?p?rko?le?t/
en,es,16,per curiam,por el tribunal entero,{phrase} (opinion)
en,es,16,percutaneous,percutáneo,{adj} (taking place through the skin)
en,es,16,peregrinate,peregrinar,{v} /?p?r??r??net/ (to travel from place to place)
en,es,16,peregrine falcon,halcón peregrino {m},{n} /?p??????n?fælk?n/ (Falco peregrinus)
en,es,16,peremptory,"imperioso, autoritario, dictatorial","{adj} (imperious, dictatorial)"
en,es,16,peremptory,"irrefutable, irrebatible, inapelable",{adj} /p????mpt??i/ ((law) Precluding debate or expostulation; not admitting of question or appeal)
en,es,16,peremptory,perentorio,"{adj} (Positive in opinion or judgment; decided, dogmatic)"
en,es,16,perestroika,perestroika {f},{n} (reform in the Soviet Union in 1980s)
en,es,16,perfect,perfecto {m},{adj} (excellent and delightful in all respects)
en,es,16,perfect,perfecto,{adj} /?p??f?kt/ (fitting its definition precisely)
en,es,16,perfect,perfeccionar,{v} /p??f?kt/ (make perfect)
en,es,16,perfect crime,crimen perfecto {m},{n} (undetected crime)
en,es,16,perfect fifth,quinta justa {f},{n} (interval between the first and second overtones or of seven semitones)
en,es,16,perfection,perfección {f},{n} /p??f?k??n/ (being perfect)
en,es,16,perfectionism,perfeccionismo {m},{n} (a dislike for anything less than perfection)
en,es,16,perfectionist,perfeccionista {m} {f},{n} (person)
en,es,16,perfectionistic,perfeccionista,{adj} (inclined to perfectionism)
en,es,16,perfectitude,,{n} (perfection)
en,es,16,perfective aspect,perfecto {m},{n} (grammatical term)
en,es,16,perfectly,perfectamente,{adv} /?p?f?ktli/ (with perfection)
en,es,16,perfectly,perfectamente,{adv} (wholly)
en,es,16,perfect number,número perfecto {m},{n} (a number that is the sum of all of its divisors except itself)
en,es,16,perfect pitch,,{n} (exact pitch)
en,es,16,perfidious,pérfido,{adj} /p??f?di?s/ (pertaining to perfidy)
en,es,16,perfidy,perfidia {f},{n} /?p??f?di/ (The act of violating)
en,es,16,perforate,,{adj} (perforated)
en,es,16,perforator,,{n} (hole punch)
en,es,16,perforator,máquina perforadora {f},{n} (machine that bores)
en,es,16,perform,hacer,{v} /p?.?f??m]/ (to do something)
en,es,16,perform,"actuar [actor], cantar [singer], danzar [dancer], ejecutar [musician], interpretar [musician]",{v} (to do something in front of an audience)
en,es,16,performance,"rendimiento {m}, desempeño {m}",{n} (amount of useful work accomplished by a computer system)
en,es,16,performance,"cumplimento {m}, desempeño {m}, rendimiento {m}",{n} (business performance)
en,es,16,performance,"actuación {f}, número {m}",{n} (live show or concert)
en,es,16,performance,"actuación {f}, cumplimiento {m}, ejecución {f}, desempeño {m}",{n} /p?.?f??.m?ns]/ (the act of performing; carrying into execution or action; accomplishment)
